clean_text,severity
together increased hunger sore neck anxiety irritation visual distortion ive also experiencing acid reflux indigestion frequent headaches impaired eyesight,1
feeling fine day suddenly developed headache chest pain dizziness run hard maintain balance since,2
ive experiencing dizziness shakiness well loss attention span ability concentrate,2
ive losing weight feeling really fatigued throwing lot skin become yellow severe fever dark urine ive stomach pain,1
must confess ive experiencing shortness breath persistent cough high fever ive also producing lot thick mucoid sputum im feeling quite drained exhausted rather tough deal im feeling quite sick moment,1
experiencing constipation stomach ache discomfort gotten worse seriously interfering everyday life feel like lost appetite eat anything,1
arms legs weak suffering back pain persistent cough addition experiencing neck pain balance issues also suffer dizziness,1
ive dealing bad cough breathing issues drowsiness ive coughing lot thick mucoid sputum high fever really exhausting exhausting right im feeling rather ill,1
ive experiencing terrible itching nausea ive lost weight also really exhausted skin become yellow severe temperature dark urine stomach ache,1
bloating unease present ive losing weight losing interest food occasionally get tarry black stools vomit contains blood,1
headaches migraines difficulties sleeping ive shaking shivering sometimes become lightheaded,1
constant behind eyes developed red spots neck face rashes arms arms legs pain lot spots itchy uncomfortable worrying,1
noticed blood urinating occasionally feel sick urinating frequently feel though fever,1
nails small dents pits often feel inflammatory tender touch even minor rashes arms,0
ive lot trouble going bathroom lately really painful ive also noticed stool bloody anus really irritated,1
ive high temperature vomiting chills intense itching also headache perspiring lot im queasy muscles hurt lot,1
recently experienced severe skin rash blackheads pimples filled pus clogging additionally skin quite irritated,0
along high fever ive chills vomiting severe itching along headache excessive sweating ive feeling awful nausea muscle ache,1
im lot trouble constipation pain trying go bathroom hurts lot anus area around stool bloody anus really irritated,1
fever feel dizzy lightheaded heart beating fast feel confused able think clearing everything feels foggy,1
ive ongoing health problems week including dry cough breathing difficulties general weakness,1
fever really high im trouble catching breath im sweating lot feeling cold tired heart beating really fast also brownish phlegm coming,2
high fever chills severe itching addition headache perspiring lot ive also bothered nausea muscular ache,1
lot difficulty breathing dont feel well im perspiring lot chest hurts lot mucus throat im trouble breathing phlegm im coughing strange hue,2
im always worn experiencing tingle throat ive also started dry skin eyes occasionally swell,1
extreme itchiness nausea exhaustion bothering addition developed fever lost weight pee black ive developed yellow rash ache stomach also present,1
doctor really itchy rash skin weird spots different color also bumps skin look like little knots,1
cant quit sneezing nose running im also constantly chilly exhausted ive coughing lot fever also really high well usual,0
ive experiencing stiffness weakness neck muscles recently since joints grown hard walk without getting stiff additionally walking extremely uncomfortable,1
muscles area unit quite weak neck terribly stiff joints swollen making hard behalf maine steer regarding whereas feeling stiff walking put together terribly uncomfortable,1
rash legs giving lot pain appears cramp see visible veins calf,1
water intake frequency urination increased mouth throat regularly feel dry appetite hunger increased recently,1
quite queasy dizzy temperature brain completely cloudy heart racing im trouble thinking straight everything seems little fuzzy,1
cant stop sneezing feel really tired crummy throat really sore lot gunky stuff nose throat neck feels swollen puffy,0
ive observed skin sensitive used skin silvery film especially back elbows,0
chronic bad breath sour taste mouth sometimes gets difficult swallow food tingling sensation throat,1
along eyesight problems increased appetite sore neck melancholy irritability regular headaches also experiencing acid reflux indigestion frequent migraines regular activities made challenging symptoms causing great deal distress,1
ive observed lesions face healing slower prone infection lesions cheeks huge unpleasant touch incredibly difficult treat cant seem get sores go away,1
ive recently suffering chills lethargy cough high temperature difficulties breathing ive sweating profusely generally feeling ill weak ive also quite thick black phlegm,2
vomiting diarrhea ive lot difficulties staying hydrated mild fever well stomach pain,1
backache difficulty breathing limb weakness bothering balance dizzy concerns neck suffers,1
discovered huge rash skin yesterday face covered blackheads pusfilled pimples skin crawling lot,0
itching body rashes chest back get flaky skin time time often leaves marks body,1
experiencing chest pain dizziness headache feels like continual pressure forehead,2
struggling headache feels like tight band around head along chest pain dizziness,2
often sneeze runny nose eyes scratchy frequently runny frequently cough head hurts constantly,1
experiencing digestive issues including acidity indigestion well regular headaches distorted vision excessive hunger stiff neck depression irritability visual disturbance,1
ive feeling really weak muscles neck really stiff joints swelling hard move around without feeling stiff walking really painful,1
ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chills pretty high temperature feeling extremely run weak,0
im nauseous ill shaky huge throat makes tough breathe occasionally nighttime chest aches occasional sickness,1
pain calves constant becomes worse stand walk long periods time getting constant cramps cant run longer periods time,1
ive suffering severe itching body driving insane also red irritating rash,1
middle meeting suddenly developed headache chest pain dizziness hard focus concentrate discussion since,2
im suffering severe itching chills vomiting high fever ive also sweating lot headache nausea muscle pain also causing discomfort,1
days ive nasty cough cold sinuses clogged facial pressure ive also creating phlegm coughing pains chest cant smell anything muscles aching,0
ive feeling really weak muscles neck really stiff joints swelling hard move around without feeling stiff walking really painful,1
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally experiencing stomach pain,1
standing walking long periods time causing lot pain legs feels like cramp becomes worse longer feet,1
along recurrent headaches blurred vision suffer acid reflux trouble digesting food,1
nausea feeling accompanied loss appetite feeling unease distinct pain back muscles pain,1
doctor due high fever havent able breathe via nose mouth days feeling tiredsometimes mucus seen tooplease recommend medications,1
always feel exhausted tickle throat skin also started feel dry occasionally get ocular swelling,1
recently skin quite itchy rash body skin also spots hue altered lumps knotlike pimples,1
ive struggling persistent cough breathing issues exhaustion ive coughing lot thick mucoid sputum high fever really tiring exhausting right im feeling rather ill,1
really high fever problems breathing heart racing quite quickly im perspiring lot feel chilly exhausted im also cough brownish phlegm,2
ive feeling exhausted weak cant seem get rid vomiting nausea ive entirely lost appetite belly pains causing concern,1
developed skin rash face neck rash made red sores blistering worried health,1
pee smells strongly cloudy appearance ive high temperatures regular urge urinate night since symptoms first materialised,1
blood found urination sometimes nausea urinating regularly feel like im almost feverish,1
constantly go bathroom relieve cant seem empty bladder get strong uncontrollable urges pee sometimes get dark bloody pee,1
ive getting frequent headaches hazy vision well acid reflux indigestion meals,1
ive feeling scratchy sick worn also high fever lost weight skin urine become yellow additional stomach pain ive,1
recently ive experiencing lot acne breakouts pimples contain pus ive also struggling blackheads,0
ive high temperature vomiting chills intense itching also headache perspiring lot discomfort also brought nausea muscle ache,1
experiencing constipation stomach ache really difficult discomfort gotten worse seriously interfering everyday life,1
along severe body itchiness chills nausea ive experiencing ive severely perspiring high fever im feeling queasy also headache really hurting muscles,1
red watery eyes time sinuses also bothered constant tightness breathing quite tough ive feeling worn time lymph nodes irritated also lot throat mucous,0
feel tired every day red spots arms back itches touch really worried sure,1
sore throat frequently sneeze sometimes skin around eyes lips swells cant stop sneezing get going,1
go bathroom time urine output low often drops stomach hurts lot cant seem able control urges pee,1
respiratory issues experience breathlessness face torso swollen eyes itching dry hacking cough,1
hunch lie stomach hurt pain eating certain foods hot acidic food occasionally get loose stools result,1
back ache chronic cough limb weakness bothering troubles disorientation balance loss neck hurts,1
high fever swollen lymph nodes headache causing lot trouble dont feel like eating anything feel weak fatigued hard concentrate daily life,1
skin really itchy lately occasionally erupts rash addition odd areas skin different coloration rest occasionally develop little bumps look likenodules,1
entire body itches rashes back chest sometimes skin might dry flaky often results body stains,1
back pain hacking cough numbness arms legs bothering addition neck hurts ive trouble staying balanced without getting lightheaded,1
always get sour taste mouth even dont anything acidic stomach regularly hiccups knot throat,1
runny nose sneezing time eyes itchy often watery coughing time head hurts time,1
nasty rash appeared skin blackheads pimples packed pus everywhere additionally skin extremely sensitive,0
experiencing acidity indigestion meals well frequent headaches blurred vision,1
worried constant peeling skin palm elbow knee developed rashes arms itch touch making life quite discomforting miserable,0
rashes occasionally cause skin peel im susceptible illnesses result start tremble sometimes hands start shake,1
ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chills pretty high temperature simply put feel really run feeble,0
legs swelling become worse last couple days see blood vessels protruding skin quite unusual,1
feeling extremely tired fatigued energy anything fatigue severe struggle get bed noticed small red spots arms legs,1
feeling nauseous constant urge vomit strong pain behind eyes small red spots arms,1
persistent sour taste mouth even havent eaten anything acidic get frequent hiccups feeling lump throat,1
balance headache chest pain dizziness ive also observed hard concentrate,2
walking tough cramps calves obesity believe cause working im exhausted,1
im feeling really lightheaded dizzy temperature mind completely muddled heart racing find difficult think clearly everything seems quite hazy,1
high fever chills severe itching headache also perspiring lot ive bothered nausea well muscle ache,1
feel uneasiness eating usually vomit whatever ive eaten always pain abdomen really bad acid reflux,1
swelling legs causing difficulty fitting shoes causing discomfort sit long periods time,1
ive suffering symptoms including headache chest pain dizziness losing balance trouble concentrating,2
loss appetite difficulty swallowing often persistent feeling fullness even eating small meals usually throw get heartburn tingling sensation throat,1
experiencing itching vomiting fatigue weight loss fever high skin turned yellow urine dark experiencing abdominal pain,1
woke morning find major rash body covered pusfilled pimples blackheads skin scurrying lot,0
rash developed around nose lips huge red lesions painful emit yellow rustcolored fluid,1
cough continued days feel really weak tired fever high breath become strained cough also generate lot mucus,1
believe skin disease rashes face small sores near nose sores become red painful kind yellow ooze discharges,1
trouble swallowing frequently feel like food getting stuck throat feel bloated belch constantly always get sour taste mouth,1
ive lot trouble staying hydrated vomiting diarrhea high fever constipation headache also starting get strange pain stomach area cant anything physical,1
regularly wake scratchy voice sore throat throat constantly irritated horrible breath frequently throw,1
ive experiencing muscular weakness stiffness neck recently joints enlarged making difficult move walking also difficult,1
eyes usually red runny nose always stuffy ive also difficulty breathing chest hurts addition cant smell anything muscles quite painful,0
ive losing appetite also trouble swallowing nose running sore throat,1
regularly feel sick eating puke entire meal constantly get horrible acid reflux agony stomach discomfort,1
rashes skin irritations especially folds skin also slow healing cuts bruises skin,1
im sweating profusely finding difficult catch breath feel quite ill throat mucous heart pounding chest aches im coughing thick mucous resembles rust,2
ive experiencing balance issues along feeling dizzy lightheaded additionally ive seen drop concentration focus,2
ive facing visual disruptions seeing things distorted eyesight difficulties,1
ive experiencing stiffness weakness neck muscles recently since joints grown hard walk without getting stiff additionally walking extremely uncomfortable,1
skin sensitive reacts easily changes temperature humidity often careful products use skin,0
ive also suffering diarrhea really uncomfortable comes goes accompanied stomach aches vomiting,1
ive experiencing stiffness weakness neck muscles recently since joints grownup heavy behalf pine tree state run whereas getting stiff additionally walking terribly uncomfortable,1
especially eating throat regularly feels like burning also occasionally get bitter sour aftertaste makes feel sick,1
diarrhea really watery foulsmelling accompanied abdominal pain feel like vomiting time,1
cant seem catch breath im sweating lot feel really sick lot phlegm throat chest hurts heart racing mucus im coughing brownish stringy,2
ive intense itching body accompanied chills vomiting fever really high ive sweating excessively also headache feel nauseous muscles really painful,1
muscles quite weak neck really stiff joints swollen making difficult move without becoming stiff walking quite uncomfortable well,1
experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance,1
ive throwing experiencing intense itching along losing weight im also really exhausted skin become yellow fever really high ive stomach pain pee black,1
small red spots body spots itchy uncomfortable also mild fever headache,1
struggle maintain focus mental clarity really poor trouble remembering things frequently forget stuff,1
noticed sores taking longer heal prone infection sores face swollen tender touch uncomfortable handle,1
face covered sores near nose lips lesions causing discomfort suffering yellow rustcolored fluid oozing,1
lost appetite completely cant seem eat anything feel like vomiting feel exhausted noticed rashes skin really concerning,1
rashes skin flake time time leaves prone infection fingers start twitching sometimes experience tremors,1
ive losing weight experiencing nausea itching exhaustion skin become yellow severe fever dark urine ive stomach pain,1
low temperatures bloody pee since days head hurts like crazy pee also smells foul almost control peeing get sudden urges,1
struggling digestive issues including acid reflux indigestion well regular headaches impaired vision excessive hunger sore neck depression irritability visual disturbance,1
recently ive lot discomfort difficulty using restroom additionally ive noticed anus quite sore stool bloody,1
ive lot sleepiness cough refuses go away breathing difficulty ive coughing lot thick mucoid saliva high fever,1
mom dad ive feeling really tired weak lately ive cough wont go away hard catch breath fever really high cough ive producing lot mucus,1
along distorted eyesight excessive appetite painful neck melancholy irritability regular headaches also experiencing acid reflux indigestion regular headaches,1
energy lost appetite high fever severe headache dont know whats wrong,1
skin always itches occasionally becomes quite rough red addition occasionally get little pimples resemble tiny balls certain spots different colour rest skin severely irritates itches,1
red spots arms legs itching makes difficult sleep night also severe headaches mild fever,1
occasionally burning upper abdomen throughout day night get heartburn indigestion regular episodes severe nausea,1
ive nagging cough wont go away breathing become labored fever also high im feeling weak tired ive producing lot mucus cough,1
inadvertently lose weight hard time gaining back use antacids get rid pain discomfort experience aches much mouth,1
feel really fatigued weak bad cough fever really high breathing become shallow cough lot saliva comes well,1
add frequent headaches blurred vision increased appetite stiff neck anxiety irritability visual disturbance stomach problems including indigestion acidity,1
pee smells strongly seems cloudy ive fevers frequent overnight urination needs ever since symptoms began,1
dry flaky areas skin prone infections joints excruciating agony skin knees elbows beginning flake,0
ive felt really scratchy nauseated worn also high fever lost weight skin urine become yellow ive also experiencing stomach pain,1
emotions fluctuate hard concentrate mind foggy foggy times making difficult perform even simple chores,1
trouble vision seeing things distorted experiencing visual disturbances,1
terrible mental clarity find difficult stay focused regularly forget things problems remembering things,1
ive experiencing dizziness anxiousness well loss attention concentration ability concentrate,2
along intense scratching chills nausea high fever ive also feeling really unwell along headache excessive sweating muscles hurt lot feel queasy,1
ive lost lot weight past week havent able eat much due nausea vomiting followed mild fever headache belly pain im really concerned health,1
palms soles grown developed severe fissures cracks unpleasant frequently bleed also skin starting peel,0
recently pain calves constant becomes worse stand walk long periods time legs started swell also blood vessels quite noticeable,1
skin around veins legs red inflamed believe see swollen blood vessels really worried,1
developed skin rash covers entire body rash red swollen worse certain areas arms legs also lost appetite,1
awful mental clarity trouble focusing frequently forget things struggle memory,1
severe itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,1
strong itchiness chills nausea high temperature plaguing besides headache im also perspiring lot muscles quite sore feel sick,1
frequently get scratchy voice painful throat wake bad breath continual sore throat also vomit lot,1
high fever accompanied severe headache body pain experince chills every night distinct pain behind eyes,1
ive terrible cough cold days face tired sinuses blocked addition chest hurts phlegm ive coughing cant smell muscles terrible pain,0
nasal congestion blocked nose sometimes night chest pain tightness also lost sense smell taste,1
first experienced headache chest pain lightheadedness shopping since difficult concentrate work,2
ive noticing really nasty rash skin lately covered blackheads pimples packed pus skin also really scurrying,0
ive experiencing severe itching chills vomiting high fever im also sweating excessively headache nausea muscle pain also causing discomfort,1
rashes occasionally cause skin start fall im likely get ill result hands occasionally start tremble start shake,1
trouble falling staying asleep stomach ache using restroom feel drained lose appetite constantly feel really anxious,1
red inflammatory skin around mouth nose eyes frequently irritating unpleasant recently got painful,0
feel skin condition face rashes little blisters around nose wounds turned red painful yellow liquid oozing,1
nails starting small pits worried dont know causing also joints pain rashes arms back,0
bloating unease longer like eating ive losing weight sometimes vomit blood tarry black stools,1
ive trouble sleeping itching pain produced rash nails little dents really alarming noticeable inflammation nails,0
ive experiencing severe itching chills vomiting high fever im also sweating lot headache feel nauseous muscles really sore,1
frequently feel want urinate strong cravings get woozy disoriented lot moreover lost vision considerably,1
back pain persistent cough arm leg weakness bothering ive experiencing neck pain balance issues dizziness,1
constipation soreness bowel motions bothering lately go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,1
blurry vision seems getting worse im continuously fatigued worn also occasionally acute lightheadedness vertigo,1
struggling back pain persistent cough weakness muscles neck hurts problems dizziness loss balance,1
cant seem get enough air im sweating lot dont feel well theres lot phlegm throat chest hurts heart racing mucus im coughing reddish color,2
skin itching swollen sometimes could flake lips cheeks swelling aches lot puffing occasionally gives headaches runny eyes,1
ive experiencing muscular weakness stiffness neck recently joints swollen creating troublesome behalf run regarding changing stiff walking additionally agonizingly uncomfortable,1
rashes face healing tried medications helping much recently noticed small sores near nose painful difficult handle,1
rash legs causing lot discomforts seems cramp see prominent veins calf also feeling tired fatigued past couple days,1
sinuses feel incredibly congested eyes continuously red constantly feel drained exhausted addition lot uncomfortable phlegm throat lymph nodes feel bloated breathing challenging,0
im running temperature cant seem catch breath ive sweating tremendously feeling overall unwell weak ive also thick black phlegm heart beating frantically chest hurts,2
mouth filled sour acidic flavour frequent belching burping upper abdomen felt pressed full past hours,1
temperature feel pretty nauseous lightheaded heart pounding mind absolutely foggy everything feels little hazy im difficulties thinking clearly,1
regularly experience intense urges want urinate frequently feel drowsy lost ive also significantly lost vision,1
ive lost appetite cant seem eat anything im worried health,1
ive chills feeling really worn cough wont go away chest hurts cough heart racing mucus im bringing gross brownish color,2
back discomfort breathing difficulty weakness limbs hurting issues vertigo losing balance neck hurts,1
rash skin worse winter months air dry find moisturize frequently use humidifiers keep skin hydrated,0
feeling nauseous constant urge vomit get high fever chills every night feel terrible also feel lost appetite,1
past weeks ive skin rash arms legs chest red irritating dry scaly spots strange pain joints,0
body itching like crazy red areas additionally patches different tone natural skin skin lumps pimples developed,1
nasal congestion blocked nose occasion night stiffness chest pain additionally ive lost senses taste smell,1
ive feeling really ill lately ive persistent cough difficulty breathing fever charts im also feeling extremely exhausted ive producing lot mucus cough overwhelming deal symptoms,1
recently ive lot difficulty using restroom hurts lot ive noticed blood stool around anus ive also experiencing discomfort itching,1
im trouble breathing fever really high im drenched sweat shivering chill heart thumping rapidly im quite exhausted additionally im brownish phlegm,2
high fever severe itching chills vomiting also headache perspiring lot additionally hurting nausea muscle soreness,1
dry flaky areas skin prone infections joints extreme pain knees elbows skin starting peel,0
red bumpy areas skin ive scratching nonstop additionally bumps resemble little lumps spots different shade skin rest body,1
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally ive stomach pain,1
ive experiencing high fever persistent cough shortness breath ive also producing lot thick mucoid sputum im feeling tired weak,1
get blood pee sometimes sometimes get nauseous whie peeing also bad smell pee sometimes get high temperatures nights help,1
experiencing severe joint pain makes difficult move perform daily activities also lost apetite feel weak,1
lot trouble sleeping high fever headache moreover constant belly pain cant go work,1
body severe itching followed red bumpy rash skin also darkened spots tiny nodular breakouts happening several days becoming worse,1
developed diarrhea accompanied severe pain belly area dont feel like eating anything time mild headache,1
im shedding hair texture hair changed significantly dry itchy scalp dandruff becoming worse skin also becoming pretty dry,1
ive feeling really weak cold lately cough wont go away hurts chest cough heart pounding mucus im bringing rusty brown color,2
often feel want urinate experience intense desires often feel dizzy confused also lost sight,1
get breathing issues wheezing asthma symptoms regularly fevers headaches im always worn,1
result regular vomiting ive lost appetite muscles joints back constantly hurt starting fever really worried sure,1
cant stop coughing im freezing sinuses completely blocked im inundated mucous chest hurts im unable smell anything muscles also really achy,0
even dont anything acidic stomach constantly sour taste mouth frequently hiccups lump throat,1
monthly cycle changed ive unexpected vaginal discharge frequently experience mood swings experience occasional agitation,1
ive got high fever cant seem catch breath ive sweating profusely generally feeling ill weak ive also quite thick black phlegm chest aches heart racing rapidly,2
silver like dusting skin especially lower back scalp dusting made small scales flake easily scratch,0
wound healing slowly slower rate hands feet numb tingling time,1
ive experiencing back pain dry cough muscle weakness ive experiencing neck pain feeling lightheaded trouble standing still,1
ive fever cough wont go away shortness breath addition ive coughing lot thick mucoid saliva feel quite worn weak,1
skin frequently develops itchy bumps occasionally turn red rough aside skin occasionally develops strange pimples resemble small balls odd spots different hue rest skin,1
last four days ive experienced low temperatures blood pee head hurts much urine smells awful desires urinate seldom come cue hardly ever control,1
ive struggling breathe coughing constantly feeling worn high fever coughing lot thick mucoid saliva simply feel worn exhausted trying deal everything,1
suffer migraines headaches ive trouble falling asleep whole body trembling shivering times dizziness,1
high fever severe itching chills vomiting also headache perspiring lot discomfort also brought nausea muscle ache,1
doctor skin covered uncomfortable rash odd patches skin different colour pimples skin resemble little knots,1
skin occasionally peels rashes makes vulnerable infections hands begin shake occasionally tremors,1
belching burping common often get chest pain radiates back neck jaw arm chest pressure stress,1
severe nausea chest discomfort chest discomfort lately often shiver lot feel really nervous,1
im drenched sweat struggling breathe dont feel well lot mucous throat chest aches heart racing im coughing mucus crimson colour,2
ive feeling sick feel strong need vomit sharp ache behind eyes swollen red dots back,1
breathing problems especially im outside im suddenly flushed perspiring experience yeast infections urinary tract infections rather regularly,1
always foul breath sour taste mouth occasionally tingling throat makes difficult swallow meals,1
last week rash face gotten severe painful sores begun discharge yellow colored fluid becoming increasingly painful day,1
vomiting ive followed stomach pains dizziness ive lost appetite result feel weak arms back neck pain time,1
diarrhea constipation quite concerning stomach severe painful ache im constantly exhausted dont feel like eating anything,1
back pain dry cough lack muscle strength bothering neck hurts ive feeling lightheaded shaky,1
im lot trouble bowel movements lately hard go hurts anus really sore bleeding go really painful im really uncomfortable,1
fever last couple days starting experience severe pain stomach area suffering constipation,1
throat mouth dry ive also getting hungry however occasionally feel rather exhausted,1
ive breathing issues persistent cough exhaustion ive coughing lot thick mucoid sputum high fever im feeling drained tired deal,1
ive experiencing severe body itchiness chills vomiting really high fever ive perspiring lot also feel queasy headache muscles excruciating discomfort,1
calves cramping walk stand long periods time bruise marks calves making worried feel tired soon,1
fever roof im weak tired ive coughing lot mucous managing symptoms really hard everything making upset,1
ive developed skin rash several pusfilled pimples blackheads skin also quite sensitive,0
veins legs cause lot discomforts sit long periods time,1
back pain coughing cough numbness arms legs plaguing addition neck hurts ive trouble staying balanced without getting woozy,1
experiencing intense itching vomiting fatigue also lost weight high fever skin turned yellow urine dark abdominal pain well,1
ive recently chills exhaustion cough high temperature breathing issues ive perspiring lot generally feeling weak ill ive quite thick black phlegm heart racing quite quickly,2
ive suffering high fever past days sores forming around nose rashes different parts body sores severe im feeling really uneasy days,1
body itching terribly red spots everywhere patches also differ tone natural complexion lumps pimples appeared skin,1
along impaired eyesight increased appetite sore neck melancholy impatience regular headaches ive also experiencing heartburn acid reflux indigestion,1
ive lot trouble going bathroom lately really painful theres blood stool ive also pain irritation around anus,1
coordination ive experiencing headache chest pain dizziness additionally ive trouble concentrating focusing,2
ive issues exhaustion dry cough breathing high fever coughing lot thick mucoid phlegm,1
persistent cough breathing problems exhaustion making things difficult ive producing copious amounts thick mucoid sputum also high fever im currently feeling fairly ill everything tiring exhausting,1
experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance symptoms affecting daily life causing discomfort,1
small red spots body cant explain worrying feel extremely tired experience mild fever every night,1
itching making hard sleep night cant seem get rest rash itchy uncomfortable im feeling really tired exhausted,1
ive struggling fatigue constant cough thats making difficult breathe fever high ive coughing lot thick mucoid sputum,1
experiencing really intense itching body along redness bumps skin also weird patches different colors rest skin sometimes get nodules look like small bumps,1
along distorted eyesight excessive appetite painful neck anxiety irritability regular headaches also battling acid reflux indigestion regular headaches,1
high fever severe headache cant seem eat anything feel like vomiting also red spots developing arms really worried,1
currently dealing number health issues including dry cough difficulty breathing high fever increased mucus production also feeling weak tired,1
rashes skin healing moreover noticed sudden peeling skin especially skin elbows knees really worried,0
recently ive suffering neck muscle weakness stiffness joints enlarged difficult walk without feeling stiff walking also excruciatingly uncomfortable,1
always feel worn unpleasant taste mouth really itchy throat muscles also hot hurting sometimes whole body cramps,1
feel bloated uneasy time ive losing weight longer like eating occasionally get bloody vomit dark tarry stools,1
awoke morning saw severe rash across skin many pusfilled pimples blackheads place skin also shifting lot,0
ive feeling truly frail muscles recently neck truly solid difficult move around joints swelling walking also extremely painful,1
sluggish wound reduced healing rate hands feet numb tingling sensation,1
back pain lingering cough muscle weakness bothering issues dizziness losing equilibrium neck hurts,1
ive started getting sores face nose idea causing cheek sores large irritating touch burning feeling skin redness,1
ive periodic coughing fits terrible back pain limb weakness ive feeling neck pain well dizzy unstable sensation,1
noticed skin become sensitive used silver like dusting skin especially back elbows,0
ive experiencing balance issues headache chest pain dizziness ability concentrate focus also challenging,2
often feel sick eating puke entire meal constantly get excruciating acid reflux severe stomach pain,1
keep sneezing eyes dont quit dripping incredibly difficult breathe feels like something trapped throat often feel exhausted lately ive lot phlegm moreover lymph nodes enlarged,0
im severe stomach pain constipation every night get headache chills last days really painful,1
trouble breathing especially exercising im flushed sweating unexpected way yeast infections lot,1
severe itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,1
lower abdomen hurts urinate feels like exploding ive low body temps ever since started new symptoms ive weak,1
dry cough never stops palpitations infections dont appear getting better sometimes throat hurts seems get better,1
nails small dents even joints started pain severely silver like dusting skin particularly back,0
headaches migraines difficulty sleeping muscle twitching tremors sometimes get lightheaded,1
feeling fine day suddenly developed headache chest pain dizziness driving home work hard focus concentrate road since,2
skin breaking rashes scratch rub rash frequently bleeds addition ive observed little dents nails noticeable inflammation nails,0
experiencing acidity indigestion headaches well blurred distorted vision excessive hunger stiff neck depression irritability visual disturbance,1
get breathing issues wheezing asthma symptoms regularly fevers headaches constantly feel worn,1
ive really annoying itch body red bumpy spots skin also areas different color rest skin ive bumps look like little balls,1
ive experiencing stiffness weakness neck muscles recently since joints grownup onerous behalf run obtaining stiff addition walking extraordinarily uncomfortable,1
arms face backare red irritated frequently irritating unpleasant nails strange inflammation developed small dents never seen anything like,0
awoke morning see horrible rash skin several blackheads pimples loaded pus skin also scurrying,0
ive feeling really weak muscles neck really stiff joints swelling ive lot stiffness move around also really painful walk,1
ive feeling really sick high fever shortness breath sweating chills extreme fatigue heart rate rapid ive coughing lot brownish sputum,2
eyes constantly red runny persistent tightness sinuses also bothering ive lot difficulties breathing constantly feel fatigued addition lot throat mucus inflamed lymph nodes,0
muscle pain experiencing severe feels like constant ache red spots body itching causing lot discomfort,1
noticed blood vessels legs getting noticeable usual little concerning moreover experiencing cramps every day,1
ive low temps blood urine past three days pee smells terrible head hurts much urinary urges seldom occur cue almost never control,1
lower abdominal ache bursting sensation urinate since began experience additional symptoms also experiencing low body temperatures ive weak result,1
high fever experiencing accompanied sweating weakness muscles pain result cannot work day,1
starting rashes skin rash often bleeds scratch rub moreover noticed small dents nails,0
skin around mouth nose eyes red inflamed often itchy uncomfortable noticeable inflammation nails,0
wound recovering slowly hands feet tingling going numb feel weak,1
feeling excessively hungry even eating stiff neck,1
ive experiencing intense itching skin driving crazy also rash thats red inflamed,1
joints back pain everyday feel like vomitting made weak body pain able focus work dont feel like anything,1
ive back pain cough wont go away limb weakness ive experiencing neck pain instability balance concerns,1
throat feels though food acid backing lying makes chest pain regularly heartburn indigestion eating puke,1
suffering high fever last couple days sores developing near nose sores painful feeling uncomfortable days,1
ive recently suffering constipation digestive discomfort anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,1
along headaches indigestion acid reflux excessive appetite sore neck sadness impatience visual disturbance also experiencing blurred distorted vision,1
skin acting recently becoming extremely itchy rashesprone additionally certain spots deviate natural skin tone terms hue skin lumps bumps werent,1
developed skin rash covers entire body accompanied intense itching body pains mild fever acompanied headache chills,1
swollen red lymph nodes arms legs itch touch im also suffering terrible headache mild fever dont feel like eating anything lost appetite,1
persistent cough respiratory issues exhaustion ive struggling high fever producing lot thick mucoid sputum coughing currently feel rather sick result draining tiresome everything,1
ive intermittent coughing fits significant back pain limb weakness ive experiencing neck pain well dizzy unsteady sensation,1
nose feels quite clogged eyes constantly red runny addition chest hurts ive lot breathing problems addition muscles feel quite painful cant smell anything,0
body itches rashes back chest skin flaky sometimes commonly results body marks,1
skin rash thats red swollen spreading body mild fever causing lot discomforts,1
put lot weight obese different urges different appetites,1
feeling tremors muscle twitching decreased sense smell taste feel fatigued sometimes feeling rapid hearbeat palipatations,1
hey mom hey dad ive feeling really exhausted lately persistent cough breathing become shallow fever high ive also coughing lot thick mucoid sputum,1
ive lot trouble going bathroom lately really painful ive experiencing pain anus stool also bloody anus really irritated,1
experiencing rash legs causing lot irritation discomfort red inflamed appears spreading,1
along high fever ive chills vomiting severe itching besides headache im also perspiring lot ive terrible nausea muscle ache,1
headache chest discomfort dizziness lack balance difficulty concentrating symptoms ive,2
tongue also changes taste scent leaving metallic aftertaste excruciating joint muscle pain,1
ive constipated really hard go bathroom go hurts stool bloody ive also pain butt anus really itchy irritated,1
skin around veins legs dry flaky seems major bruise legs started swell,1
ive experiencing lot problems bowel motions recently difficult go hurts anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,1
